Card Type,City,Country,Customer ID,Customer Name,Date,Date (Week numbers),District,dynamic graph,Highlight,Merchant Catergory,Merchant ID,Merchant Name,Merchant Sub Category,Payment Mode,Payment Status,Payment Status - Failure ,Pin Code,Product,Select Chart,State,Week,ATS,Charge,commission,Failure%,Size,Success%,Tran,Transaction Amount,Transaction Count
Not Applicable,Patna,India,U-532,Dharnen Bahl,30-03-2023,Week 13,Patna,Show Transaction Details,No Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,UPI,Partially Refunded,FALSE,145678,QR,Week,Bihar,13,1161.666667,2,69.7,0,1,0,3.485,3485,3
Visa,Faridabad,India,U-533,Kamalesan Patra,28-03-2023,Week 13,Faridabad,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,Credit Card,Success,FALSE,121001,Online,Week,Haryana,13,866.6666667,2,52,0,1,1,2.6,2600,3
Visa,Delhi,India,U-534,Daav Afsar,26-03-2023,Week 13,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",Debit Card,Refunded,FALSE,110066,PoS,Week,Delhi,13,2120,2,84.8,0,1,0,4.24,4240,2
Not Applicable,Karnal,India,U-535,Adrush Nandanwar,24-03-2023,Week 12,Karnal,Show Transaction Details,No Highlight,Clothing Stores,777309,Trendy Trinkets,Women’s Accessory and Specialty Stores,Wallet,Failure,TRUE,345623,QR,Week,Haryana,12,308.75,2,24.7,1,1,0,1.235,1235,4
Master,Agra,India,U-536,Dhiran Gujrati,22-03-2023,Week 12,Agra,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,Debit Card,Success,FALSE,348062,Online,Week,Uttar Pradesh,12,541.5,2,21.66,0,1,1,1.083,1083,2
Not Applicable,Chandigarh,India,U-537,Ramlatun Parween,20-03-2023,Week 12,Chandigarh,Show Transaction Details,No Highlight,Transportation Services,754798,ExpressRailways,Railroads–Freight,Wallet,Success,FALSE,459870,QR,Week,Chandigarh,12,2357,2,94.28,0,1,1,4.714,4714,2
Not Applicable,Surat,India,U-538,Kasirajan Parul,18-03-2023,Week 11,Surat,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,NetBanking,Success,FALSE,214567,Online,Week,Gujarat,11,483.6666667,2,29.02,0,1,1,1.451,1451,3
Not Applicable,Guwahati,India,U-539,Abheet Ahluwalia,14-03-2023,Week 11,Guwahati,Show Transaction Details,No Highlight,Clothing Stores,745963,The Shoe Company,Shoe Stores,NetBanking,Success,FALSE,335678,Online,Week,Assam,11,1866.5,2,74.66,0,1,1,3.733,3733,2
Not Applicable,Mysore,India,U-540,Juswin Parmer,12-03-2023,Week 11,Mysore,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,Wallet,Success,FALSE,560987,QR,Week,Karnataka,11,1204.5,2,96.36,0,1,1,4.818,4818,4
Not Applicable,Ujjain,India,U-541,Daljeet Balan,08-03-2023,Week 10,Ujjain,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,Wallet,Success,FALSE,120966,Online,Week,Madhya Pradesh,10,2151.333333,2,129.08,0,1,1,6.454,6454,3
Not Applicable,Delhi,India,U-542,Aniv Sabharwal,02-03-2023,Week 9,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,752351,WaterWorks Supplies,Plumbing and Heating Equipment,NetBanking,Success,FALSE,110067,Online,Week,Delhi,9,1132,2,45.28,0,1,1,2.264,2264,2
Not Applicable,Delhi,India,U-543,Kogulan Dora,02-03-2023,Week 9,Delhi,Show Transaction Details,No Highlight,Miscellaneous Stores,724170,Pawn Palace,Pawn Shops,NetBanking,Success,FALSE,110067,Online,Week,Delhi,9,287.5,2,23,0,1,1,1.15,1150,4
Not Applicable,Delhi,India,U-544,Maresh Parekh,01-03-2023,Week 9,Delhi,Show Transaction Details,No Highlight,Miscellaneous Stores,724170,Pawn Palace,Pawn Shops,NetBanking,Partially Refunded,FALSE,110067,Online,Week,Delhi,9,667.5,2,26.7,0,1,0,1.335,1335,2
Not Applicable,Chandigarh,India,U-545,Balvant Prabhu,01-03-2023,Week 9,Chandigarh,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,NetBanking,Success,FALSE,459873,Online,Week,Chandigarh,9,5764,2,115.28,0,1,1,5.764,5764,1
Master,Vijaywada,India,U-546,Jaishvigan Souza,27-02-2023,Week 9,Vijaywada,Show Transaction Details,No Highlight,Agricultural Services,776350,Animal Wellness Center,Veterinary Services,Debit Card,Success,FALSE,785412,Online,Week,Andhra Pradesh,9,476,2,28.56,0,1,1,1.428,1428,3
Not Applicable,Delhi,India,U-547,Lakshit Kumar,26-02-2023,Week 9,Delhi,Show Transaction Details,No Highlight,Miscellaneous Stores,707293,Chef's Choice Catering,Caterers,Wallet,Success,FALSE,110063,QR,Week,Delhi,9,1206,2,96.48,0,1,1,4.824,4824,4
Not Applicable,Coimbatore,India,U-548,Kamlesh Pareek,26-02-2023,Week 9,Coimbatore,Show Transaction Details,Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,EMI,Success,FALSE,765412,Online,Week,Tamil Nadu,9,804.5,3,96.54,0,100,1,3.218,3218,4
Rupay,Ahemdabad,India,U-549,Aiythan Sha,23-02-2023,Week 8,Ahemdabad,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,Debit Card,Success,FALSE,215609,Online,Week,Gujarat,8,419,2,33.52,0,1,1,1.676,1676,4
Rupay,Delhi,India,U-550,Chegalvarayan Palisetti,22-02-2023,Week 8,Delhi,Show Transaction Details,No Highlight,Contracted Services,772359,CleanSweep Supplies,"Sanitation, Polishing and Specialty Cleaning Preparations",Debit Card,Success,FALSE,110063,PoS,Week,Delhi,8,2139,2,85.56,0,1,1,4.278,4278,2
Not Applicable,Nellore,India,U-551,Adalarachan Panghal,18-02-2023,Week 7,Nellore,Show Transaction Details,Highlight,Agricultural Services,709759,Green Earth Landscaping,Horticultural and Landscaping Services,EMI,Success,FALSE,789043,Online,Week,Andhra Pradesh,7,2641,3,79.23,0,100,1,2.641,2641,1
Not Applicable,Chandigarh,India,U-552,Mahish Banothu,17-02-2023,Week 7,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,747767,ShockWave Electric Co.,Electrical Contractors,Wallet,Failure,TRUE,567890,Online,Week,Chandigarh,7,1954.5,2,156.36,1,1,0,7.818,7818,4
Not Applicable,Delhi,India,U-553,Kanapiraan Sahota,17-02-2023,Week 7,Delhi,Show Transaction Details,No Highlight,Transportation Services,754798,ExpressRailways,Railroads–Freight,Wallet,Success,FALSE,110063,QR,Week,Delhi,7,2074,2,41.48,0,1,1,2.074,2074,1
Master,Lucknow,India,U-554,Gopalpriya Mital,13-02-2023,Week 7,Lucknow,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",Credit Card,Success,FALSE,120936,Online,Week,Uttar Pradesh,7,5603,2,112.06,0,1,1,5.603,5603,1
Not Applicable,Chandigarh,India,U-555,Mandar Chaudhry,12-02-2023,Week 7,Chandigarh,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,UPI,Success,FALSE,459870,Online,Week,Chandigarh,7,2149.5,2,85.98,0,1,1,4.299,4299,2
Not Applicable,Coimbatore,India,U-556,Jothin Pandey,10-02-2023,Week 6,Coimbatore,Show Transaction Details,Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,765412,Online,Week,Tamil Nadu,6,1414.75,3,169.77,0,100,1,5.659,5659,4
Visa,Delhi,India,U-557,Krishnakumar Bhadauria,06-02-2023,Week 6,Delhi,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",Debit Card,Success,FALSE,110066,PoS,Week,Delhi,6,602,2,48.16,0,1,1,2.408,2408,4
Master,Agra,India,U-558,Rabi Prasath,01-02-2023,Week 5,Agra,Show Transaction Details,No Highlight,Government Services,763476,PurchasePilot Inc.,I-Purchasing Pilot,Debit Card,Success,FALSE,348062,PoS,Week,Uttar Pradesh,5,2039,2,81.56,0,1,1,4.078,4078,2
Not Applicable,Vijaywada,India,U-559,Balamayuran Garg,30-01-2023,Week 5,Vijaywada,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,NetBanking,Success,FALSE,785412,Online,Week,Andhra Pradesh,5,4104,2,82.08,0,1,1,4.104,4104,1
Not Applicable,Faridabad,India,U-560,Kalavati Kadakia,29-01-2023,Week 5,Faridabad,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,UPI,Success,FALSE,121001,Online,Week,Haryana,5,4247,2,84.94,0,1,1,4.247,4247,1
Not Applicable,Mathura,India,U-561,Sushma Palla,27-01-2023,Week 4,Mathura,Show Transaction Details,Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,EMI,Success,FALSE,179034,Online,Week,Uttar Pradesh,4,521.3333333,3,46.92,0,100,1,1.564,1564,3
Master,Rewari,India,U-562,Dasari Batta,25-01-2023,Week 4,Rewari,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,Debit Card,Success,FALSE,126748,Pos,Week,Haryana,4,1805,2,108.3,0,1,1,5.415,5415,3
Not Applicable,Bangalore,India,U-563,Alhusain Goda,24-01-2023,Week 4,Bangalore,Show Transaction Details,No Highlight,Clothing Stores,745963,The Shoe Company,Shoe Stores,NetBanking,Success,FALSE,560035,Online,Week,Karnataka,4,3399.5,2,135.98,0,1,1,6.799,6799,2
Not Applicable,Chandigarh,India,U-564,Lathusan Ojha,21-01-2023,Week 3,Chandigarh,Show Transaction Details,No Highlight,Clothing Stores,740340,The Wig Boutique,Wig and Toupee Shops,Wallet,Success,FALSE,459872,Online,Week,Chandigarh,3,3490,2,139.6,0,1,1,6.98,6980,2
Not Applicable,Karnal,India,U-565,Gokilavasan Ganapathy,21-01-2023,Week 3,Karnal,Show Transaction Details,Highlight,Clothing Stores,745963,The Shoe Company,Shoe Stores,EMI,Success,FALSE,345623,Online,Week,Haryana,3,609.5,3,73.14,0,100,1,2.438,2438,4
Not Applicable,Chennai,India,U-566,Leela Saran,20-01-2023,Week 3,Chennai,Show Transaction Details,No Highlight,Contracted Services,756078,DigiPrint Publishing,Miscellaneous Publishing and Printing,UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,3,954,2,38.16,0,1,1,1.908,1908,2
Not Applicable,Coorg,India,U-567,Chandar Pingle,18-01-2023,Week 3,Coorg,Show Transaction Details,No Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,Wallet,Success,FALSE,561235,Online,Week,Karnataka,3,794,2,31.76,0,1,1,1.588,1588,2
Not Applicable,Coorg,India,U-568,Paras Obed,18-01-2023,Week 3,Coorg,Show Transaction Details,Highlight,Contracted Services,747767,ShockWave Electric Co.,Electrical Contractors,EMI,Success,FALSE,561235,Online,Week,Karnataka,3,1549,3,185.88,0,100,1,6.196,6196,4
Not Applicable,Delhi,India,U-569,Duraisamy Tandon,15-01-2023,Week 3,Delhi,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,Wallet,Success,FALSE,110067,QR,Week,Delhi,3,3757,2,150.28,0,1,1,7.514,7514,2
Master,Nellore,India,U-570,Jayennth Nisha,13-01-2023,Week 2,Nellore,Show Transaction Details,No Highlight,Contracted Services,772359,CleanSweep Supplies,"Sanitation, Polishing and Specialty Cleaning Preparations",Credit Card,Success,FALSE,789043,Online,Week,Andhra Pradesh,2,2419,2,48.38,0,1,1,2.419,2419,1
Not Applicable,Chandigarh,India,U-571,Lakshmanapranadatre Sahai,13-01-2023,Week 2,Chandigarh,Show Transaction Details,No Highlight,Utility Services,711203,BlueSky Communications,"Cable, Satellite, and Other Pay Television and Radio Services",NetBanking,Success,FALSE,459874,Online,Week,Chandigarh,2,1098.75,2,87.9,0,1,1,4.395,4395,4
Not Applicable,Chandigarh,India,U-572,Manth Nigam,13-01-2023,Week 2,Chandigarh,Show Transaction Details,No Highlight,Utility Services,722817,SwiftTelegraph Co.,Telegraph Services,Wallet,Success,FALSE,567890,Online,Week,Chandigarh,2,3531,2,141.24,0,1,1,7.062,7062,2
Not Applicable,Indore,India,U-573,Ahalyashapashamana Nichit,11-01-2023,Week 2,Indore,Show Transaction Details,Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,EMI,Success,FALSE,456987,Online,Week,Madhya Pradesh,2,2604,3,78.12,0,100,1,2.604,2604,1
Not Applicable,Karnal,India,U-574,Kireeti Nazareth,11-01-2023,Week 2,Karnal,Show Transaction Details,Highlight,Agricultural Services,709759,Green Earth Landscaping,Horticultural and Landscaping Services,EMI,Failure,TRUE,345623,Online,Week,Haryana,2,1872.333333,3,168.51,1,100,0,5.617,5617,3
Not Applicable,Vijaywada,India,U-575,Mangla Basak,07-01-2023,Week 1,Vijaywada,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,NetBanking,Success,FALSE,785412,Online,Week,Andhra Pradesh,1,1072.25,2,85.78,0,1,1,4.289,4289,4
Master,Rewari,India,U-576,Aarshabh Grover,05-01-2023,Week 1,Rewari,Show Transaction Details,No Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,Debit Card,Success,FALSE,126748,Pos,Week,Haryana,1,1871.5,2,74.86,0,1,1,3.743,3743,2
Not Applicable,Delhi,India,U-577,Daaresh Nath,13-01-2023,Week 2,Delhi,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Success,FALSE,110063,Online,Week,Delhi,2,1030,3,61.8,0,100,1,2.06,2060,2
Not Applicable,Chandigarh,India,U-578,Dharv Natarajan,30-03-2023,Week 13,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,459874,Online,Week,Chandigarh,13,547.25,2,43.78,0,1,1,2.189,2189,4
Not Applicable,Coorg,India,U-579,Fardin Dara,17-03-2023,Week 11,Coorg,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,561235,Online,Week,Karnataka,11,1235.5,2,49.42,0,1,1,2.471,2471,2
Not Applicable,Coimbatore,India,U-580,Anushkash Balasubramanian,14-03-2023,Week 11,Coimbatore,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Success,FALSE,765412,Online,Week,Tamil Nadu,11,723.75,3,86.85,0,100,1,2.895,2895,4
Not Applicable,Chandigarh,India,U-581,Mau Nasreen,10-02-2023,Week 6,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,567890,Online,Week,Chandigarh,6,1706.75,2,136.54,0,1,1,6.827,6827,4
Visa,Bangalore,India,U-582,Lutharshan Arora,15-04-2023,Week 15,Bangalore,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",Credit Card,Success,FALSE,560068,Online,Week,Karnataka,15,1730.5,2,69.22,0,1,1,3.461,3461,2
Not Applicable,Indore,India,U-583,Kongukannan Hegde,23-04-2023,Week 17,Indore,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,456987,Online,Week,Madhya Pradesh,17,2844.5,3,170.67,0,100,1,5.689,5689,2
Not Applicable,Surat,India,U-584,Nikhil Naqvi,29-04-2023,Week 17,Surat,Show Transaction Details,No Highlight,Utility Services,711203,BlueSky Communications,"Cable, Satellite, and Other Pay Television and Radio Services",NetBanking,Success,FALSE,214567,Online,Week,Gujarat,17,622,2,49.76,0,1,1,2.488,2488,4
Not Applicable,Chandigarh,India,U-585,Aloke Mutti,27-04-2023,Week 17,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,459874,QR,Week,Chandigarh,17,2068,2,82.72,0,1,1,4.136,4136,2
Not Applicable,Chandigarh,India,U-586,Jayaprakash Nanwani,19-04-2023,Week 16,Chandigarh,Show Transaction Details,Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,EMI,Failure,TRUE,459872,Online,Week,Chandigarh,16,1709.333333,3,153.84,1,100,0,5.128,5128,3
Not Applicable,Chennai,India,U-587,Kavidass Baria,18-04-2023,Week 16,Chennai,Show Transaction Details,No Highlight,Transportation Services,788112,Neptune's Bus service,Bus Lines,NetBanking,Success,FALSE,769801,Online,Week,Tamil Nadu,16,1312.75,2,105.02,0,1,1,5.251,5251,4
Visa,Bhopal,India,U-588,Jannon Rawlani,18-04-2023,Week 16,Rajgarh,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,Debit Card,Success,FALSE,679124,Online,Week,Madhya Pradesh,16,1894.5,2,151.56,0,1,1,7.578,7578,4
Visa,Delhi,India,U-589,Sarika Pattnaik,17-04-2023,Week 16,Delhi,Show Transaction Details,No Highlight,Contracted Services,740260,Quality Woodcrafts,Carpentry Contractors,Debit Card,Refunded,FALSE,110066,PoS,Week,Delhi,16,1262,2,75.72,0,1,0,3.786,3786,3
Master,Bangalore,India,U-590,Vinod Naik,15-04-2023,Week 15,Bangalore,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",Debit Card,Success,FALSE,560034,Online,Week,Karnataka,15,876.5,2,35.06,0,1,1,1.753,1753,2
Visa,Bhopal,India,U-591,Akashdveep Sachdeva,13-04-2023,Week 15,Rajgarh,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,Debit Card,Success,FALSE,679124,Online,Week,Madhya Pradesh,15,1926,2,154.08,0,1,1,7.704,7704,4
Visa,Delhi,India,U-592,Jeyaharan Sivan,13-04-2023,Week 15,Delhi,Show Transaction Details,No Highlight,Retail Outlet Services,732392,ToolTime Supplies,Hardware Equipment and Supplies,Debit Card,Refunded,FALSE,110066,PoS,Week,Delhi,15,1053.666667,2,63.22,0,1,0,3.161,3161,3
Visa,Indore,India,U-593,Kritheesan Nagar,12-04-2023,Week 15,Indore,Show Transaction Details,No Highlight,Contracted Services,719158,Publishing Partners,Miscellaneous Publishing and Printing,Debit Card,Success,FALSE,456987,PoS,Week,Madhya Pradesh,15,2117,2,127.02,0,1,1,6.351,6351,3
Visa,Lucknow,India,U-594,Ininyaan Sareen,10-04-2023,Week 15,Lucknow,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,Debit Card,Success,FALSE,120936,Pos,Week,Uttar Pradesh,15,1753.75,2,140.3,0,1,1,7.015,7015,4
Not Applicable,Faridabad,India,U-595,Kaniamuthan Nag,10-04-2023,Week 15,Faridabad,Show Transaction Details,No Highlight,Miscellaneous Stores,707293,Chef's Choice Catering,Caterers,Wallet,Success,FALSE,121001,QR,Week,Haryana,15,1612.5,2,129,0,1,1,6.45,6450,4
Not Applicable,Chandigarh,India,U-596,Bharti Dutt,05-04-2023,Week 14,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Success,FALSE,459874,QR,Week,Chandigarh,14,3569.5,2,142.78,0,1,1,7.139,7139,2
Not Applicable,Agra,India,U-597,Nita Adhya,01-04-2023,Week 13,Agra,Show Transaction Details,No Highlight,Agricultural Services,704871,Green Acres Cooperative,Agricultural Cooperatives,NetBanking,Success,FALSE,348062,Online,Week,Uttar Pradesh,13,1592.75,2,127.42,0,1,1,6.371,6371,4
Not Applicable,Chandigarh,India,U-598,Dalbir Atwal,29-03-2023,Week 13,Chandigarh,Show Transaction Details,Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,EMI,Success,FALSE,459873,Online,Week,Chandigarh,13,631,3,75.72,0,100,1,2.524,2524,4
Not Applicable,Surat,India,U-599,Sunit Dagade,25-03-2023,Week 12,Surat,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,NetBanking,Success,FALSE,214567,Online,Week,Gujarat,12,5519,2,110.38,0,1,1,5.519,5519,1
Not Applicable,Madurai,India,U-600,Girish Pathak,23-03-2023,Week 12,Madurai,Show Transaction Details,Highlight,Agricultural Services,709759,Green Earth Landscaping,Horticultural and Landscaping Services,EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,12,614,3,55.26,0,100,1,1.842,1842,3
Master,Patna,India,U-601,Harisshan Naaz,21-03-2023,Week 12,Patna,Show Transaction Details,No Highlight,Government Services,710488,Business Bridge,Intra-Company Purchases,Credit Card,Success,FALSE,145678,Online,Week,Bihar,12,5924,2,118.48,0,1,1,5.924,5924,1
Master,Chandigarh,India,U-602,Demdhendra Rattan,19-03-2023,Week 12,Chandigarh,Show Transaction Details,No Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,Debit Card,Success,FALSE,459874,Online,Week,Chandigarh,12,734.3333333,2,44.06,0,1,1,2.203,2203,3
